,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_average,vote_count,collectionName,Thriller,TV Movie,Documentary,Mystery,Fantasy,Drama,Romance,Animation,History,Comedy,Adventure,War,Foreign,Crime,Family,Western,Science Fiction,Music,Action,Horror,homepagepresent,z_score_popularity,outliers,score,producer1,producer2,Totallanguages,profit
31865,0.0,135000000.0,281957,tt1663202,en,the revenant,"in the 1820s, a frontiersman, hugh glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",8.62,2015-12-25,532950503,156.0,Released,7.3,6558.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.425111685928604,True,47873.4,regency enterprises,appian way,2,2.9477815037037036
31876,0.0,11000000.0,282984,tt3715320,en,irrational man,"on a small town college campus, a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student.",6.862812,2015-07-17,27391084,95.0,Released,6.3,600.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6558136277494447,False,3780.0,sony pictures,gravier productions,1,1.4900985454545455
31924,0.0,40000000.0,256040,tt2631186,te,baahubali: the beginning,"the young shivudu is left as a foundling in a small village by his mother. by the time he’s grown up, it has become apparent that he possesses exceptional gifts. he meets the beautiful warrior/princess avanthika and learns that her queen has been held captive for the last 25 years. shividu sets off to rescue her, discovering his own origins in the process.",8.62,2015-07-10,100000000,159.0,Released,7.5,138.0,Bahubali Collection,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.4791687027450477,False,1035.0,arka media works,no producer,4,1.5
31953,0.0,30000000.0,307081,tt1798684,en,southpaw,"billy ""the great"" hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. however, when tragedy strikes, billy hits rock bottom, losing his family, his house and his manager. he soon finds an unlikely savior in tick willis, a former fighter who trains the city's toughest amateur boxers. with his future on the line, hope fights to reclaim the trust of those he loves the most.",8.62,2015-06-15,91709827,123.0,Released,7.3,2112.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5724510027244964,False,15417.6,escape artists,riche-ludwig productions,1,2.0569942333333335
31954,0.0,30000000.0,273481,tt3397884,en,sicario,"a young female fbi agent joins a secret cia operation to take down a mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.",8.62,2015-09-17,84025816,121.0,Released,7.2,2465.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.761014897074349,False,17748.0,lionsgate,thunder road pictures,2,1.8008605333333334
32032,0.0,8000000.0,291270,tt2401878,en,anomalisa,a man crippled by the mundanity of his life experiences something out of the ordinary.,8.62,2015-12-30,5659286,90.0,Released,6.9,472.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.2492736109549454,False,3256.8,starburns industries,no producer,1,-0.29258925
32033,0.0,14000000.0,318781,tt4005402,en,colonia,"a young woman's desperate search for her abducted boyfriend that draws her into the infamous colonia dignidad, a sect nobody ever escaped from.",8.62,2016-02-18,3621046,120.0,Released,7.4,566.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.2040801561370476,False,4188.400000000001,majestic filmproduktion,rat pack filmproduktion,2,-0.7413538571428572
32100,0.0,13000000.0,157544,tt1524575,en,the vatican tapes,"in a highly secured vault deep within the walls of vatican city, the catholic church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. this is the first tape - case 83-g - stolen from these archives and exposed to the public by an anonymous source.",5.149301,2015-07-24,1784763,91.0,Released,4.6,248.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.37061684669957623,False,1140.8,lakeshore entertainment,lionsgate,2,-0.8627105384615384
32117,0.0,35000000.0,257211,tt2361509,en,the intern,"70-year-old widower ben whittaker has discovered that retirement isn't all it's cracked up to be. seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by jules ostin.",8.62,2015-09-24,194564672,121.0,Released,7.1,1926.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.1186370310376184,False,13674.599999999999,waverly films,warner bros.,1,4.558990628571428
32139,0.0,3000000.0,292431,tt3774694,en,love,"murphy is an american living in paris who enters a highly sexually and emotionally charged relationship with the unstable electra. unaware of the seismic effect it will have on their relationship, they invite their pretty neighbor into their bed.",2.328321,2015-07-06,249083,134.0,Released,5.2,449.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.09890708130909034,False,2334.8,wild bunch,les cinémas de la zone,1,-0.9169723333333333
32144,0.0,6000000.0,264644,tt3170832,en,room,jack is a young boy of 5 years old who has lived all his life in one room. he believes everything within it are the only real things in the world. but what will happen when his ma suddenly tells him that there are other things outside of room?,8.62,2015-10-16,35401758,117.0,Released,8.1,2838.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5846285857604463,False,22987.8,téléfilm canada,film 4,1,4.900293
32174,0.0,5000000.0,328425,tt4178092,en,the gift,"a husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",8.585856,2015-07-30,58978653,108.0,Released,6.7,1077.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.942597081376115,False,7215.900000000001,blumhouse productions,blue-tongue films,1,10.7957306
32182,0.0,3500000.0,310131,tt4263482,en,the witch,"new england in the 1630s: william and katherine lead a devout christian life with five children, homesteading on the edge of an impassable wilderness. when their newborn son vanishes and crops fail, the family turns on one another. beyond their worst fears, a supernatural evil lurks in the nearby wood.",8.62,2016-02-19,40423945,92.0,Released,6.3,1471.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.4842397968465895,False,9267.3,parts and labor,rt features,1,10.549698571428571
32190,0.0,5000000.0,300667,tt4158624,en,3 generations,"a teenager transitions from female to male, and his family must come to terms with that fact.",4.626438,2016-02-11,443962,87.0,Released,6.1,75.0,independent Movie,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2835915258641235,False,457.5,im global,big beach films,1,-0.9112076
32196,0.0,8000000.0,121640,tt2131698,en,zaytoun,"beirut, 1982: a young palestinian refugee and an israeli fighter pilot form a tentative bond in their attempt to make their way across war-torn lebanon back to their home.",3.549738,2012-10-14,42330,107.0,Released,6.6,16.0,independent Movie,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10438557144866104,False,105.6,bedlam productions,h.w. buffalo & co,3,-0.99470875
32304,0.0,5000000.0,298312,tt3567288,en,the visit,"the terrifying story of a brother and sister who are sent to their grandparents' remote pennsylvania farm for a weeklong trip. once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",8.62,2015-09-10,98450062,94.0,Released,6.0,1405.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0136721405999403,False,8430.0,blumhouse productions,blinding edge pictures,1,18.6900124
32305,0.0,19500000.0,290751,tt1741273,en,secret in their eyes,"a tight-knit team of fbi investigators, along with their district attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",6.79115,2015-10-14,34854990,111.0,Released,6.2,341.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6438862040424503,False,2114.2000000000003,ingenious media,gran via productions,1,0.7874353846153846
32307,0.0,10000000.0,283445,tt2752772,en,sinister 2,a young mother and her twin sons move into a rural house that's marked for death.,8.62,2015-08-19,52882018,97.0,Released,5.5,605.0,Sinister Collection,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.4433985987838818,False,3327.5,alliance films,blumhouse productions,1,4.2882018
32370,0.0,28000000.0,261392,tt3316948,en,american ultra,"american ultra is a fast-paced action comedy about mike, a seemingly hapless and unmotivated stoner whose small-town life with his live-in girlfriend, phoebe, is suddenly turned upside down.  unbeknownst to him, mike is actually a highly trained, lethal sleeper agent. in the blink of an eye, as his secret past comes back to haunt him, mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",8.62,2015-08-19,27139524,96.0,Released,6.0,1099.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1005439867105165,False,6594.0,lionsgate,likely story,1,-0.030731285714285714
32371,0.0,5000000.0,192141,tt1781922,en,no escape,"in their new overseas home, an american family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",8.62,2015-08-26,54418872,103.0,Released,6.7,798.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.8658005145862273,False,5346.6,bold films,living films,3,9.8837744
32372,0.0,28000000.0,277216,tt1398426,en,straight outta compton,"in 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in america into the most powerful weapon they had: their music.  taking us back to where it all began, straight outta compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, n.w.a.  and as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",8.62,2015-08-13,201634991,147.0,Released,7.7,1381.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.039278619676019,True,10633.7,new line cinema,universal pictures,1,6.201249678571428
32419,0.0,100000.0,308084,tt3824458,en,tangerine,"it's christmas eve in tinseltown and sin-dee is back on the block. upon hearing that her pimp boyfriend hasn't been faithful during the 28 days she was locked up, the working girl and her best friend, alexandra, embark on a mission to get to the bottom of the scandalous rumor. their rip-roaring odyssey leads them through various subcultures of los angeles, including an armenian family dealing with their own repercussions of infidelity.",4.832631,2015-07-10,702354,87.0,Released,6.9,166.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.31791029001271404,False,1145.4,duplass brothers productions,through films,2,6.02354
32459,0.0,60000000.0,274479,tt2446980,en,joy,a story based on the life of a struggling long island single mom who became one of the country's most successful entrepreneurs.,8.62,2015-12-24,101134059,124.0,Released,6.4,1619.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6732820227341847,False,10361.6,fox 2000 pictures,davis entertainment,2,0.68556765
32466,0.0,25000000.0,17935,tt1242457,en,taras bulba,"set in the 16th century, this is a story about ukraine's cossack warriors and their campaign to defend their lands from the advancing polish armies.",7.855489,2009-04-02,16815892,130.0,Released,5.0,14.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.8210347935442603,False,70.0,central partnership,no producer,2,-0.32736432
32486,0.0,40000000.0,228066,tt1976009,en,victor frankenstein,eccentric scientist victor von frankenstein creates a grotesque creature in an unorthodox scientific experiment.,8.62,2015-11-10,34227298,109.0,Released,5.6,697.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0860603773920126,False,3903.2,twentieth century fox film corporation,davis entertainment,1,-0.14431755
32488,0.0,500000.0,84401,tt1976608,en,sholem aleichem: laughing in the darkness,"a riveting portrait of the great writer whose stories became the basis of the broadway musical fiddler on the roof. sholem aleichem: laughing in the darkness tells the tale of the rebellious genius who created an entirely new literature. plumbing the depths of a jewish world locked in crisis and on the cusp of profound change, he captured that world with brilliant humor. sholem aleichem was not just a witness to the creation of a new modern jewish identity, but one of the very men who forged it.",0.086226,2012-02-24,845188,93.0,Released,7.0,2.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.4720813864684999,False,14.0,no producer,no producer,0,0.690376
32536,0.0,50000.0,115873,tt2612156,hi,the angrez,"the angrez is a 2006 indian comedy movie directed by kuntaa nikkil. in this movie, the word ""angrez"" refers to english people and non-resident indians.  the movie was a trendsetter in that, it was one of the first to effectively and humorously, often resorting to the slapstick kind, portray the dialect of the old city and the hyderabadi tongue. the film also portrays the fascination for american materialism, the hype around the it industry and the lifestyle and culture it has spawned.",0.34064,2006-06-02,300000,110.0,Released,6.9,6.0,The Angrez Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.4297367187925869,False,41.400000000000006,no producer,no producer,2,5.0
32544,0.0,11180.0,98203,tt1699745,en,captive,a dozen foreigners are kidnapped by a terrorist group in the philippines.,0.660969,2012-09-05,24591,120.0,Released,5.9,11.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.3764211581239228,False,64.9,centerstage productions,star cinema productions,2,1.1995527728085869
32616,0.0,16000000.0,301875,tt3289728,en,equals,a futuristic love story set in a world where emotions have been eradicated.,8.62,2015-07-15,2084628,101.0,Released,5.9,386.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.809739875938673,False,2277.4,scott free productions,infinite frameworks studios,1,-0.86971075
32619,0.0,15000000.0,273477,tt1727776,en,scouts guide to the zombie apocalypse,"three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  when their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",8.62,2015-10-23,14860766,93.0,Released,6.2,526.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.9561132090187483,False,3261.2000000000003,paramount pictures,oops doughnuts productions,1,-0.009282266666666667
32626,0.0,14000000.0,245168,tt3077214,en,suffragette,based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the state.,8.093442,2015-10-16,16002420,106.0,Released,7.1,440.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8606396922820911,False,3124.0,ruby films,pathé,2,0.14303
32712,0.0,6000000.0,301351,tt3787590,en,we are your friends,"young cole carter dreams of hitting the big time as a hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. opportunity comes knocking when he meets james reed, a charismatic dj who takes the 23-year-old under his wing. soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",8.62,2015-08-26,11122090,96.0,Released,6.3,673.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0154695091849029,False,4239.9,working title films,no producer,2,0.8536816666666667
32721,0.0,3000000.0,323272,tt3832914,en,war room,"the family-friendly movie explores the transformational role prayer plays in the lives of the jordan family. tony and elizabeth jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. but appearances can be deceiving. in reality, the jordan’s marriage has become a war zone and their daughter is collateral damage. with the help of miss clara, an older, wiser woman, elizabeth discovers she can start fighting for her family instead of against them. through a newly energized faith, elizabeth and tony’s real enemy doesn’t have a prayer.",5.384163,2015-08-28,67790117,120.0,Released,6.9,92.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4097072793789895,False,634.8000000000001,provident films,affirm films,1,21.596705666666665
32730,0.0,25000000.0,276907,tt3569230,en,legend,"suave, charming and volatile, reggie kray and his unstable twin brother ronnie start to leave their mark on the london underworld in the 1960s. using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. with police detective leonard ""nipper"" read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",8.62,2015-09-09,42972994,131.0,Released,6.7,994.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3756701487598633,False,6659.8,working title films,cross creek pictures,1,0.71891976
32757,0.0,15000000.0,306819,tt0810819,en,the danish girl,"when gerda wegener asks her husband einar to fill in as a portrait model, einar discovers the person she's meant to be and begins living her life as lili elbe. having realized her true self and with gerda's love and support, lili embarks on a groundbreaking journey as a transgender pioneer.",8.62,2015-11-27,64191523,120.0,Released,7.4,1689.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.3852950414244285,False,12498.6,pretty pictures,working title films,3,3.2794348666666666
32801,0.0,5000000.0,313922,tt4062536,en,green room,a young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,8.4702,2016-04-15,3220371,95.0,Released,6.7,696.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9233472960469846,False,4663.2,film science,broad green pictures,1,-0.3559258
32811,0.0,6000000.0,283587,tt1365050,en,beasts of no nation,"a drama based on the experiences of agu, a child soldier fighting in the civil war of an unnamed african country. follows the journey of a young boy, agu, who is forced to join a group of soldiers in a fictional west african country. while agu fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination depicts the mechanics of war and does not shy away from explicit, visceral detail, and paints a complex, difficult picture of agu as a child soldier.",8.62,2015-09-11,9077700,137.0,Released,7.6,476.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4663321837255079,False,3617.6,participant media,focus features,1,0.51295
32827,0.0,6000000.0,328589,tt3722070,en,the lady in the van,"the true story of the relationship between alan bennett and the singular miss shepherd, a woman of uncertain origins who ‘temporarily’ parked her van in bennett’s london driveway and proceeded to live there for 15 years.",5.799373,2015-11-13,41387687,104.0,Released,6.0,225.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.4788148342529973,False,1350.0,bbc films,tristar productions,1,5.897947833333333
32870,0.0,1556288.0,310123,tt4228746,en,zid,"a girl falls in a love with a journalist, who is still involved with his ex girlfriend. the pair get trapped in a hit and run case. will they be able to prove their innocence?",0.195677,2014-11-28,1268395,128.0,Released,7.5,2.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4538643613763416,False,15.0,no producer,no producer,2,-0.18498696899288564
32871,0.0,25000000.0,287948,tt2938956,en,the transporter refueled,"the fast-paced action movie is again set in the criminal underworld in france, where frank martin is known as the transporter, because he is the best driver and mercenary money can buy. in this installment, he meets anna and they attempt to take down a group of ruthless russian human traffickers who also have kidnapped frank’s father.",8.62,2015-09-03,72629670,96.0,Released,5.3,573.0,The Transporter Collection,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3456253975242798,False,3036.9,europacorp,no producer,1,1.9051868
32886,0.0,25496629.0,86868,tt1794850,fr,la vérité si je mens ! 3,"eddie, dov, yvan et les autres… nos chaleureux amis ont migré du sentier moribond à la banlieue florissante d’aubervilliers… là où les vieux entrepreneurs juifs ont laissé le terrain à de jeunes grossistes chinois courageux et dynamiques…
 la petite bande est toujours aussi soudée, solidaire que lors des épisodes précédents, et la vie suit son cours, au gré des petits évènements familiaux et des affaires.
 dov semble toujours frivole, eddie entreprenant, yvan transi, karine désinvolte, sandra résolue, chochana naïve, serge irresponsable et mythomane. quant à patrick, il est amoureux et l’heureuse élue est loin d’être facile d’accès.
 tout irait pour le mieux jusqu’à ce qu’un vent mauvais apporte son lot d’adversité compromettant sérieusement la cohésion du groupe.
 succomberont-ils sous l’orage à la zizanie, ou bien, une fois de plus, à force d’entraide, de ruses et d’habileté, triompheront-ils de la crise avec panache ?",3.81584,2012-01-31,40924982,120.0,Released,5.3,98.0,Would I Lie to You? Collection,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.14867558991421634,False,519.4,les films manuel munz,télégraphe,1,0.605113444604775
32887,0.0,12560000.0,31359,tt0214289,fr,la vérité si je mens ! 2,"dans le quartier du sentier, eddie vuibert, dov et yvan sont confrontés aux procédés pour le moins expéditifs de leur nouveau client, eurodiscount, une chaîne européenne d'hypermarchés. karine, lasse des turpitudes de son volage époux, dov, le chasse du foyer. la bande de copains se disloque.dov et patrick partent tenter leur chance sous le soleil de californie, tandis qu'eddie et yvan font les marchés. entre temps, serge, devenu livreur, noue une idylle avec chochana boutboul, une jeune fille de bonne famille à qui il fait croire qu'il est très fortuné.c'est alors qu'eddie découvre que sa faillite dépasse le simple échec commercial et qu'il a été victime d'une scandaleuse escroquerie. dès lors, il décide de se venger et conçoit un plan qui va réunir et mobiliser tous ses amis.",4.052991,2001-02-07,42700000,105.0,Released,6.4,81.0,Would I Lie to You? Collection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.18814700376726848,False,518.4,tps cinéma,tf1 films production,1,2.3996815286624202
32891,0.0,2500000.0,263472,tt3605418,en,knock knock,"when a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. what starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",8.62,2015-06-26,6341684,99.0,Released,4.9,880.0,independent Movie,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.4940023353960823,False,4312.0,universum film (ufa),dragonfly entertainment,2,1.5366736
32913,0.0,2000000.0,65614,tt0464665,ru,космос как предчувствие,"a story of a simple, naive russian man konek and the people around him: his love and her sister and a mysterious man. the film is set in 1957, time of changes, time of waiting for something big to happen.",0.570293,2005-06-23,696681,90.0,Released,5.7,3.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.39151327210421116,False,17.1,studio rock,no producer,1,-0.6516595
32934,0.0,2200000.0,81481,tt2070649,ko,도가니,"based on actual events that took place at gwangju inhwa school for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",4.385574,2011-09-22,31500000,125.0,Released,8.0,88.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.24350212026894752,False,704.0,cj entertainment,sangeori pictures,1,13.318181818181818
32945,0.0,130000.0,74254,tt0455537,en,the house of usher,"three years after her lover, rick usher, and her best friend, maddy usher, had suddenly disappeared from her life without explanation, jill masters receives a phone call with news of maddy's death. her last wish was for jill to attend her funeral. conflicted, jill returns to the house of usher, a remote new england enclave. her love affair with rick is rekindled as she learns he suffers from the same malady that robbed his twin sister, maddy, of her sharp mind before taking her life. his affliction is manifested in a rare nerve condition, which renders him hyper-sensitive. under the watchful eye of the caretaker, nurse thatcher, jill appears to be haunted by the ghost of maddy, and the secret of the house of usher is exposed.",0.11689,2007-09-11,1677,80.0,Released,5.0,3.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.46697767012578995,False,15.0,no producer,no producer,1,-0.9871
32951,0.0,10000000.0,303991,tt1172049,en,demolition,an emotionally desperate investment banker finds hope through a woman he meets in chicago.,6.925667,2016-04-06,1978592,101.0,Released,6.6,661.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.6662752143239631,False,4362.599999999999,sidney kimmel entertainment,mr. mudd production,1,-0.8021408
33000,0.0,28000000.0,10317,tt1018765,en,our brand is crisis,"a feature film based on the documentary ""our brand is crisis"", which focuses on the use of american political campaign strategies in south america.",8.62,2015-09-11,7002261,108.0,Released,5.8,196.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5371740434616028,False,1136.8,participant media,smokehouse pictures,1,-0.74991925
